director_name,duration,actor_2_name,gross,genres,actor_1_name,movie_title,actor_3_name,plot_keywords,budget,title_year,imdb_score
Garth Jennings,109,Yasiin Bey,51019112152005, Adventure | Comedy | Sci-Fi,Martin Freeman,The Hitchhiker's Guide to the Galaxy,Sam Rockwell,galaxy|friend|spaceship|alien|hyperspace,50000000,2005,6.8
Stephen Gaghan,128,Matt Damon,50815288142006, Drama | Thriller,George Clooney,Syriana,Amanda Peet,oil|hezbollah|lebanon|prince|cia,50000000,2005,7.0
Darren Grant,,Steve Harris,50382128152005, Comedy | Drama | Romance,Kimberly Elise,Diary of a Mad Black Woman,Tyler Perry,diary|kiss|madea series|state flag|comic relief,5500000,2005,5.7
Frederik Du Chau,102,David Spade,4918687162005, Adventure | Comedy | Drama | Family | Sport,Frankie Muniz,Racing Stripes,Snoop Dogg,horse|farm|zebra|racehorse|kentucky,30000000,2005,5.2
John Pasquin,115,Regina King,4847221312005, Action | Comedy | Crime,Sandra Bullock,Miss Congeniality 2: Armed and Fabulous,William Shatner,female protagonist|fbi|bodyguard|undercover|fbi agent,45000000,2005,5.0
Mark Waters,95,Mark Ruffalo,48291624252005, Comedy | Fantasy | Romance,Reese Witherspoon,Just Like Heaven,Donal Logue,apartment|spirit|architect|doctor|coma,58000000,2005,6.7
Iain Softley,104,Peter Sarsgaard,47806295212005, Horror | Mystery | Thriller,Kate Hudson,The Skeleton Key,Joy Bryant,hoodoo|bound and gagged|southern gothic|secret|attic,43000000,2005,6.5
Ridley Scott,144190194,Eva Green,47396698262005, Action | Adventure | Drama | History | War,Orlando Bloom,Kingdom of Heaven,Liam Neeson,crusader|12th century|jerusalem|medieval times|knight,130000000,2005,7.2
Steven Spielberg,164163,Daniel Craig,47379090242006, Drama | Thriller,Eric Bana,Munich,Marie-Josée Croze,black september|munich olympics|arab|jew|israel,70000000,2006,7.6
Eli Roth,9493,Derek Richardson,47277326102006, Horror,Jay Hernandez,Hostel,Eythor Gudjonsson,torture|travel|sadistic horror|death of friend|hostel,4800000,2006,5.9
Kirk Jones,97,Colin Firth,47124400282006, Comedy | Family | Fantasy,Emma Thompson,Nanny McPhee,Angela Lansbury,nanny|father|widower|magic|governess,25000000,2006,6.6
Stephen Kay,89,Emily Deschanel,46363118182005, Drama | Horror | Mystery | Thriller,Barry Watson,Boogeyman,Lucy Lawless,closet|childhood|fear|boogeyman|hometown,20000000,2005,4.1
Martin Campbell,129,Catherine Zeta-Jones,45356386162005, Action | Adventure | Western,Antonio Banderas,The Legend of Zorro,Rufus Sewell,zorro|california|fight|hero|mask,75000000,2005,5.9
Gary David Goldberg,98,John Cusack,43894863282005, Comedy | Romance,Diane Lane,Must Love Dogs,Elizabeth Perkins,dating|dog|teacher|date|blind date,30000000,2005,5.9
Louis Leterrier,87,Amber Valletta,43095600232005, Action | Crime | Thriller,Jason Statham,Transporter 2,Kate Nauta,sequel|kidnapping|driver|french|police,32000000,2005,6.3
Rob Reiner,97,Mark Ruffalo,4299614032006, Comedy | Drama | Romance,Jennifer Aniston,Rumor Has It...,Shirley MacLaine,biological father|author|search for father|female nudity|book,35000000,2005,5.5
Bobby Farrelly,104,Jimmy Fallon,4207106952005, Comedy | Drama | Romance | Sport,Drew Barrymore,Fever Pitch,Jason Spevack,boston red sox|baltimore orioles|world series|ups|promotion,30000000,2005,6.2
Robert Rodriguez,93,George Lopez,39177541142005, Action | Adventure | Family | Fantasy,Cayden Boyd,The Adventures of Sharkboy and Lavagirl 3-D,Kristin Davis,dream sequence|planet|dream|boy|bully,50000000,2005,3.5
Ken Kwapis,119,Alexis Bledel,3900874192005, Comedy | Drama | Family | Romance,Amber Tamblyn,The Sisterhood of the Traveling Pants,America Ferrera,pants|summer|vacation|jeans|friendship,25000000,2005,6.5
Joe Wright,129135,Matthew Macfadyen,38372662242006, Drama | Romance,Keira Knightley,Pride & Prejudice,Brenda Blethyn,love|georgian|england|gentleman|bachelor,28000000,2005,7.8
Terry Gilliam,118,Heath Ledger,37899638142005, Action | Adventure | Comedy | Fantasy | Thriller,Matt Damon,The Brothers Grimm,Monica Bellucci,village|exorcism|curse|girl|creature,88000000,2005,5.9
Bille Woodruff,105,Alicia Silverstone,36310118132005, Comedy,Queen Latifah,Beauty Shop,Djimon Hounsou,client|false teeth|dentures|reference to peter pan|single parent,,2005,5.5
Mikael Håfström,108112,Jennifer Aniston,36020063102006, Crime | Drama | Thriller,Clive Owen,Derailed,Vincent Cassel,staged rape|thief|hotel|police|drink,22000000,2005,6.6
Michael Bay,136,Ewan McGregor,3579902622005, Action | Adventure | Romance | Sci-Fi | Thriller,Scarlett Johansson,The Island,Djimon Hounsou,island|clone|pro life|lottery|environment,126000000,2005,6.9
Barry W. Blaustein,94,Katherine Heigl,35424335242006, Comedy | Sport,Johnny Knoxville,The Ringer,Brian Cox,debt|olympics|special olympics|mentally challenged|2000s,,2005,5.8
Florent-Emilio Siri,113,Kevin Pollak,34636443172005, Action | Crime | Drama | Mystery | Thriller,Bruce Willis,Hostage,Serena Scott Thomas,hostage|police|hostage negotiator|california|organized crime,52000000,2005,6.6
Fernando Meirelles,129,Rachel Weisz,33565375252005, Drama | Mystery | Romance | Thriller,Ralph Fiennes,The Constant Gardener,Hubert Koundé,pharmaceuticals|kenya|doctor|death|diplomat,15000000,2005,7.5
Curtis Hanson,130,Cameron Diaz,32880591272006, Comedy | Drama | Romance,Toni Collette,In Her Shoes,Shirley MacLaine,money|party|shoes|lawyer|florida,,2005,6.5
Richard Linklater,113,Greg Kinnear,32865161232005, Comedy | Sport,Billy Bob Thornton,Bad News Bears,Marcia Gay Harden,team|coach|baseball|alcoholic|little league,30000000,2005,5.8
John Gatins,10698,Dakota Fanning,32701088302005, Drama | Family | Sport,Kurt Russell,Dreamer: Inspired by a True Story,Oded Fehr,horse|racehorse|kentucky|horserace|tween girl,32000000,2005,6.9
Wayne Wang,106,Jeff Daniels,32645546172005, Comedy | Drama | Family,AnnaSophia Robb,Because of Winn-Dixie,Eva Marie Saint,girl|dog|supermarket|florida|10 year old,14000000,2005,6.4
Roger Kumble,96,Amy Smart,3259691632006, Comedy | Romance,Ryan Reynolds,Just Friends,Anna Faris,friend|school|high school|love|best friend,,2005,6.2
Jaume Collet-Serra,108,Paris Hilton,32048809222005, Horror,Chad Michael Murray,House of Wax,Elisha Cuthbert,wax|twin|brother sister relationship|group of friends|male nudity,30000000,2005,5.3
Rob Cohen,121,Jessica Biel,3170441622005, Action | Adventure | Sci-Fi | Thriller,Josh Lucas,Stealth,Jamie Foxx,box office flop|pilot|artificial intelligence|navy|fighter jet,135000000,2005,5.0
Clare Kilner,90,Debra Messing,31585300252005, Comedy | Romance,Dermot Mulroney,The Wedding Date,Jack Davenport,wedding|escort|male escort|wedding date|chick flick,15000000,2005,6.1
George Clooney,93,George Clooney,31501218102006, Biography | Drama | History,David Strathairn,"Good Night, and Good Luck.",Patricia Clarkson,fear|reporter|paranoia|expose|cbs,7500000,2005,7.5
David Cronenberg,96,Maria Bello,3149378232006, Crime | Drama | Thriller,Viggo Mortensen,A History of Violence,Ed Harris,robbery|bar|female full frontal nudity|crotch shot|female pubic hair,32000000,2005,7.5
Jim Sheridan,117,Joy Bryant,30981850272006, Biography | Crime | Drama | Music,50 Cent,Get Rich or Die Tryin',Adewale Akinnuoye-Agbaje,pubic hair|male pubic hair|male frontal nudity|prison|violence,40000000,2005,5.1
Rupert Wainwright,100103,Maggie Grace,29511112182005, Horror,Tom Welling,The Fog,Selma Blair,fog|critically bashed|island|fishing|journal,18000000,2005,3.6
Chris Columbus,135,Wilson Jermaine Heredia,29077547302005, Drama | Musical | Romance,Taye Diggs,Rent,Rosario Dawson,hiv positive|roommate|aids|new york city|lawyer,40000000,2005,7.0
Bennett Miller,114110,Clifton Collins Jr.,28747570212006, Biography | Crime | Drama | History,Philip Seymour Hoffman,Capote,Catherine Keener,kansas|friend|book|writer|murder,7000000,2006,7.4
Jon Favreau,101,Jonah Bobo,2804554092005, Action | Adventure | Comedy | Family | Fantasy | Sci-Fi,Josh Hutcherson,Zathura: A Space Adventure,Dax Shepard,meeting future self|2000s|reference to spongebob squarepants|brother sister incest avoided|incest joke,65000000,2005,6.1
Andrzej Bartkowiak,105113,Rosamund Pike,28031250252005, Action | Adventure | Horror | Sci-Fi,Karl Urban,Doom,Dwayne Johnson,based on video game|hell|survival|massacre|extra chromosome,60000000,2005,5.2
Cameron Crowe,123,Kirsten Dunst,26838389162005, Comedy | Drama | Romance,Orlando Bloom,Elizabethtown,Susan Sarandon,flight|shoes|kentucky|flight attendant|travel,57000000,2005,6.4
Lee Tamahori,101,Samuel L. Jackson,26082914272005, Action | Adventure | Crime | Thriller,Ice Cube,xXx: State of the Union,Willem Dafoe,washington d.c.|u.s. navy|mutiny|coup d'etat|nsa,60000000,2005,4.3
Neil Marshall,99100,Natalie Mendoza,2600590862006, Adventure | Horror | Thriller,Shauna Macdonald,The Descent,Alex Reid,cave|group of friends|survival horror|claustrophobia|expedition,3500000,2006,7.2
Karyn Kusama,93,Frances McDormand,2585798732006, Action | Sci-Fi,Charlize Theron,Æon Flux,Sophie Okonedo,future|disease|female hero|based on cult favorite|female protagonist,62000000,2005,5.5
Walter Salles,105103,Ariel Gade,2547296772005, Drama | Horror | Thriller,Jennifer Connelly,Dark Water,John C. Reilly,apartment|water|school|hello kitty|teacher,30000000,2005,5.6
Joss Whedon,119,Gina Torres,25335935112005, Action | Adventure | Sci-Fi | Thriller,Nathan Fillion,Serenity,Chiwetel Ejiofor,cannibalism|alliance|planet|operative|future,40000000,2005,8.0
Jason Reitman,92,Cameron Bright,2479206182006, Comedy | Drama,Aaron Eckhart,Thank You for Smoking,Maria Bello,reporter|lobbyist|cigarette smoking|tobacco industry|political satire,6500000,2006,7.6
Louis Leterrier,103,Bob Hoskins,2452089282005, Action | Crime | Drama | Thriller,Jet Li,Unleashed,Morgan Freeman,dog|fight|collar|fighting|piano,45000000,2005,7.0
Rob Bowman,97100,Goran Visnjic,24407944252005, Action | Crime | Fantasy | Thriller,Jennifer Garner,Elektra,Will Yun Lee,assassin|battle|heroine|martial arts|spin off,43000000,2005,4.8
Tim Fywell,98,Kim Cattrall,24381334102005, Comedy | Drama | Family | Sport,Michelle Trachtenberg,Ice Princess,Trevor Blumas,physics|harvard|coach|zamboni|championship,,2005,6.0
Andrew Niccol,122,Ethan Hawke,24127895282005, Crime | Drama | Thriller,Nicolas Cage,Lord of War,Jared Leto,arms dealer|1980s|ukrainian|immorality|warlord,50000000,2005,7.6
Woody Allen,119,Jonathan Rhys Meyers,23089926172006, Drama | Romance | Thriller,Scarlett Johansson,Match Point,Emily Mortimer,irony of fate|extramarital affair|infidelity|surprise ending|tennis,15000000,2006,7.7
D.J. Caruso,122,Al Pacino,22862049112005, Drama | Sport | Thriller,Matthew McConaughey,Two for the Money,Rene Russo,football|injury|father son relationship|addiction|quarterback,20000000,2005,6.2
Ben Younger,105,Meryl Streep,2272802592005, Comedy | Drama | Romance,Uma Thurman,Prime,Bryan Greenberg,cat|therapist client relationship|older woman younger man relationship|mother son relationship|painter,,2005,6.2
Mike Bigelow,83,Eddie Griffin,22264487302005, Comedy,Rob Schneider,Deuce Bigalow: European Gigolo,Jeroen Krabbé,gigolo|dolphin|serial killer|pimp|villain arrested,22000000,2005,4.6
Craig Brewer,116,Ludacris,22201636182005, Crime | Drama | Music,Terrence Howard,Hustle & Flow,Anthony Anderson,hip hop|baby|friend|stripper|pimp,8000000,2005,7.4
Nigel Cole,107,Amanda Peet,2183578412005, Comedy | Drama | Romance,Ashton Kutcher,A Lot Like Love,Taryn Manning,flight|kiss|cellphone|hasselblad camera|medium format camera,30000000,2005,6.6
George A. Romero,9397,Asia Argento,20433940292005, Action | Drama | Horror | Thriller,John Leguizamo,Land of the Dead,Simon Baker,skyscraper|mercenary|zombie apocalypse|apocalypse|urban setting,15000000,2005,6.2
Jean-François Richet,109,Laurence Fishburne,19976073182005, Action | Crime | Drama | Thriller,Ethan Hawke,Assault on Precinct 13,Gabriel Byrne,new year's eve|sergeant|police psychologist|police shootout|snow,20000000,2005,6.3
Gary Chapman,76,Ricky Gervais,1944747842005, Animation | Adventure | Comedy | Family | War,Ewan McGregor,Valiant,Tim Curry,pigeon|falcon|cgi animation|dove|nursing,35000000,2005,5.6
Susan Stroman,134,Matthew Broderick,19377727172006, Comedy | Musical,Nathan Lane,The Producers,Uma Thurman,scheme|opening night|accountant|swedish|money,45000000,2005,6.4
Wes Craven,9799,Jesse Eisenberg,1929490162005, Comedy | Horror,Christina Ricci,Cursed,Portia de Rossi,creature|werewolf|rescue|party|death,38000000,2005,5.0
Stephen Herek,100,Christina Milian,1911824712005, Action | Comedy,Tommy Lee Jones,Man of the House,Kelli Garner,texas ranger|cheerleader|cheerleading movie|neo western|neo noir,40000000,2005,5.4
Mike Binder,,Kevin Costner,18761993242005, Comedy | Drama,Joan Allen,The Upside of Anger,Erika Christensen,drinking|baseball|anger|radio|secretary,9000000,2005,6.9
John Stockwell,110,Jessica Alba,18472363282005, Action | Adventure | Crime | Thriller,Paul Walker,Into the Blue,Scott Caan,cocaine|bahamas|shark|blood splatter|hairy chest,50000000,2005,5.8
Niki Caro,126,Jeremy Renner,1832424262006, Drama,Charlize Theron,North Country,Frances McDormand,lawsuit|sexual harassment|innocence|based on true story|mine,35000000,2005,7.3
Frank Nissen,,Brenda Blethyn,1808162682005, Animation | Family | Fantasy | Mystery,Jim Cummings,Pooh's Heffalump Movie,Kyle Stanger,rabbit|winnie the pooh|box office hit|disney animated sequel|creature,20000000,2005,6.4
Malcolm D. Lee,112,Nick Cannon,17378977302005, Comedy | Drama | Music | Romance,Shad Moss,Roll Bounce,Meagan Good,competition|roller skates|1970s|tubesocks|boy,,2005,6.0
Lawrence Guterman,94,Traylor Howard,17010646222005, Comedy | Family | Fantasy,Jamie Kennedy,Son of the Mask,Alan Cumming,mask|baby|cartoonist|dog|cartoon on tv,84000000,2005,2.2
Rob Zombie,107109,Sheri Moon Zombie,16901126192005, Crime | Horror,Sid Haig,The Devil's Rejects,Bill Moseley,road trip|escape|sheriff|texas|police,7000000,2005,6.9
Steve Carr,86,Megan Mullally,16808336162005, Comedy | Family | Sport,Martin Lawrence,Rebound,Breckin Meyer,school|coach|basketball|middle school|junior high school,33100000,2005,5.1
Courtney Solomon,8391,Sissy Spacek,16298046212006, Horror | Mystery | Thriller,Donald Sutherland,An American Haunting,Rachel Hurd-Wood,flashback|voice over letter|year 1818|lifting someone into the air|paranormal phenomena,14000000,2006,5.0
Mark Rosman,100,Heather Locklear,1624777552005, Comedy | Family | Romance,Hilary Duff,The Perfect Man,Aria Wallace,perfect man|suitor|secret admirer|moving|e mail,25000000,2005,5.5
Greg McLean,99104,Cassandra Magrath,1618634832006, Horror,Nathan Phillips,Wolf Creek,Kestie Morassi,hiking|psychopath|sadistic horror|australian horror|slasher killer,1000000,2005,6.3
Rob McKittrick,94,Anna Faris,16101109112005, Comedy,Ryan Reynolds,Waiting...,John Francis Daley,male frontal nudity|waiter|dishwasher|flashing|cook,3000000,2005,6.8
Rob Hardy,105,Nona Gaye,15778152182005, Drama | Music,Boris Kodjoe,The Gospel,Idris Elba,church|singer|pastor|gospel choir|african american,5000000,2005,4.3
Bill Paxton,120,Stephen Dillane,15331289252005, Drama | History | Sport,Shia LaBeouf,The Greatest Game Ever Played,Elias Koteas,champion|golfer|motivational|nostalgia|orchestral music score,,2005,7.5
Bruce Hunt,9793,Morris Chestnut,14888028302005, Adventure | Horror | Thriller,Piper Perabo,The Cave,Cole Hauser,diver|parasite|flare|diving|cave,30000000,2005,5.1
Jim Jarmusch,106,Jessica Lange,13736078112005, Comedy | Drama | Mystery | Romance,Bill Murray,Broken Flowers,Sharon Stone,search|letter|former lover|driving car|casual sex,10000000,2005,7.2
John Schultz,90,Mike Epps,1283405652005, Comedy | Drama | Family | Romance,Cedric the Entertainer,The Honeymooners,Gabrielle Union,money|friend|scheme|get rich quick|bus,27000000,2005,3.1
Terrence Malick,135172150,Q'orianka Kilcher,12712093312006, Biography | Drama | History | Romance,Colin Farrell,The New World,Christopher Plummer,native american|captain|fort|trade|attack,30000000,2006,6.7
Richard Shepard,96,Greg Kinnear,12570442172006, Comedy | Crime | Drama | Thriller,Pierce Brosnan,The Matador,Hope Davis,hitman|mexico city|bar|mexico|luck,10000000,2006,6.8
Gore Verbinski,102,Hope Davis,12469811162005, Comedy | Drama,Nicolas Cage,The Weather Man,Nicholas Hoult,weatherman|failure|new york city|funeral in the rain|corndog,22000000,2005,6.6
Prachya Pinkaew,83111,Nathan Jones,11905519202006, Action | Crime | Drama | Thriller,Tony Jaa,The Protector,Petchtai Wongkamlao,long take|elephant|thailand|sydney australia|police,200000000,2006,7.1
Jim Hanon,108,Chad Allen,1170328732006, Adventure | Drama,Louie Leonardo,End of the Spear,Jack Guzman,tribe|spear|missionary|speared to death|death,10000000,2006,6.9
Lasse Hallström,112,Sienna Miller,11294832142006, Adventure | Comedy | Drama | Romance,Heath Ledger,Casanova,Jeremy Irons,casanova|seduction|doge|disguise|university,,2006,6.5
Stephen Frears,103,Bob Hoskins,11034436262006, Comedy | Drama | Music | War,Judi Dench,Mrs Henderson Presents,Christopher Guest,anti semitism|theatre|chamberlain|friend|breasts,20000000,2006,7.1
