director_name,duration,actor_2_name,gross,genres,actor_1_name,movie_title,actor_3_name,plot_keywords,budget,title_year,imdb_score
Erik White,,Brandon T. Jackson,24708699292010, Comedy,Shad Moss,Lottery Ticket,Naturi Naughton,lottery ticket|eurocopter ec120 colibri|block party|fortune cookie|reverend,,2010,4.9
Brian Levant,94,Amber Valletta,24268828262010, Action | Comedy | Family,Jackie Chan,The Spy Next Door,Billy Ray Cyrus,cia|spy|single mother|terrorist|chinese,28000000,2010,5.4
Troy Nixey,99,Guy Pearce,24042490112011, Fantasy | Horror | Thriller,Katie Holmes,Don't Be Afraid of the Dark,Bailee Madison,mansion|basement|interior designer|disappearance|creature,25000000,2011,5.6
Sylvain White,97,Zoe Saldana,23527955112010, Action | Crime | Drama | Mystery | Thriller,Idris Elba,The Losers,Jeffrey Dean Morgan,special forces|revenge|hacking|hijacking|martial arts,25000000,2010,6.4
Pierre Morel,92,Jonathan Rhys Meyers,23324666262010, Action | Thriller,John Travolta,From Paris with Love,Kasia Smutniak,ambassador|cia|terrorist|spy|dinner,52000000,2010,6.5
George Tillman Jr.,98,Billy Bob Thornton,2322591142011, Action | Crime | Drama | Thriller,Dwayne Johnson,Faster,Maggie Grace,prison|gun|vengeance|reference to god|reference to jesus christ,24000000,2010,6.5
Sanaa Hamri,,Common,21520719302010, Comedy | Romance | Sport,Queen Latifah,Just Wright,Paula Patton,nba|therapist|physical therapist|basketball|basketball player,,2010,5.8
Colin Strause,97,Donald Faison,21371425172010, Action | Sci-Fi | Thriller,Eric Balfour,Skyline,Scottie Thompson,light|group of friends|blue light|drawing|apartment,10000000,2010,4.4
Paul Haggis,133,Elizabeth Banks,21129348312010, Crime | Drama | Romance | Thriller,Russell Crowe,The Next Three Days,Liam Neeson,evidence|murder|murder weapon|fingerprints|argument,35000000,2010,7.4
Lisa Cholodenko,106,Julianne Moore,20803237152010, Comedy | Drama | Romance,Annette Bening,The Kids Are All Right,Mark Ruffalo,sperm|college|biological father|sperm donor|garden,3500000,2010,7.1
Rick Famuyiwa,,Forest Whitaker,20246959112010, Comedy | Romance,America Ferrera,Our Family Wedding,Carlos Mencia,wedding|marriage|love|wedding dress|california,14000000,2010,4.9
Shana Feste,117,Gwyneth Paltrow,20218921112011, Drama | Music,Garrett Hedlund,Country Strong,Leighton Meester,songwriter|country music|pink panties|panties|relapse,15000000,2011,6.3
Hiromasa Yonebayashi,94,Amy Poehler,1919251012012, Animation | Adventure | Family | Fantasy,Bridgit Mendler,The Secret World of Arrietty,Will Arnett,female protagonist|miniature person|foreign language adaptation|modern day|anime,23000000,2012,7.6
Allen Coulter,113,Emilie de Ravin,1905702472010, Drama | Romance,Robert Pattinson,Remember Me,Caitlyn Rund,new york|september 11 2001|binge drinking|suicide|new york city,16000000,2010,7.2
Danny Boyle,94,Amber Tamblyn,1832946682011, Adventure | Biography | Drama | Thriller,James Franco,127 Hours,Kate Mara,alone|survival|aron ralston|trapped|based on autobiography,18000000,2011,7.6
Nanette Burstein,,Justin Long,17797316152010, Comedy | Romance,Drew Barrymore,Going the Distance,Ron Livingston,long distance relationship|job|bar|male pubic hair|pubic hair,32000000,2010,6.3
Roger Kumble,,Brooke Shields,1759625692010, Comedy | Family,Brendan Fraser,Furry Vengeance,Ricky Garcia,real estate developer|real estate|animal|bear|land developer,35000000,2010,3.8
Roman Polanski,128,Pierce Brosnan,15523168112010, Mystery | Thriller,Ewan McGregor,The Ghost Writer,Olivia Williams,memoir|british prime minister|island|writer|death,45000000,2010,7.2
Wes Craven,,John Magaro,14637490292010, Horror | Mystery | Thriller,Max Thieriot,My Soul to Take,Denzel Whitaker,killer|murder|serial killer|evil|psychopath,25000000,2010,4.8
Miguel Sapochnik,111119,Forest Whitaker,13763130162010, Action | Crime | Sci-Fi | Thriller,Jude Law,Repo Men,Alice Braga,future|near future|artificial organ|enforcer|best friend,32000000,2010,6.3
Matt Reeves,116,Chloë Grace Moretz,1213442032010, Drama | Horror | Mystery,Kodi Smit-McPhee,Let Me In,Richard Jenkins,school|vampire|night|blood|boy,20000000,2010,7.2
Tom Vaughan,106,Keri Russell,1185469452010, Drama,Brendan Fraser,Extraordinary Measures,Harrison Ford,disease|race against time|cure|imagination|venture capital,31000000,2010,6.5
Robert Redford,122,James McAvoy,1153820492011, Crime | Drama | History,Robin Wright,The Conspirator,Tom Wilkinson,lawyer|truth|trial|john wilkes booth|lincoln assassination,25000000,2011,7.0
Jimmy Hayward,81,Megan Fox,1053941462010, Action | Drama | Fantasy | Thriller | Western,Josh Brolin,Jonah Hex,John Malkovich,confederate|death|terrorist|independence day|military,47000000,2010,4.7
Derek Cianfrance,112,Michelle Williams,9701559152011, Drama | Romance,Ryan Gosling,Blue Valentine,John Doman,falling in love|unhappily married woman|dysfunctional family|female in shower|dog hit by a car,3500000,2011,7.4
Doug Liman,108,Sean Penn,9528092112011, Biography | Drama | Thriller,Naomi Watts,Fair Game,Sonya Davison,iraq|cia|new york times|bush administration|interview,22000000,2010,6.8
Jorma Taccone,9095,Kristen Wiig,846099542010, Action | Comedy | Romance,Will Forte,MacGruber,Val Kilmer,washington d.c.|nuclear warhead|team|lieutenant|colonel,10000000,2010,5.5
Gilles Paquet-Brenner,102,Mélusine Mayance,769170022011, Drama | War,Kristin Scott Thomas,Elle s'appelait Sarah,Niels Arestrup,apartment|journalist|escape|key|jewish family,10000000,2011,7.5
Richard J. Lewis,134,Rosamund Pike,7501404172011, Comedy | Drama,Paul Giamatti,Barney's Version,Jake Hoffman,montreal|memory|ex wife|marriage|guest,,2011,7.3
Jay Duplass,91,Marisa Tomei,745544782010, Comedy | Drama | Romance,John C. Reilly,Cyrus,Jonah Hill,party|21 year old|musician|forename as title|rearview mirror,7000000,2010,6.3
Denis Villeneuve,139,Mélissa Désormeaux-Poulin,6857096232011, Drama | Mystery | War,Lubna Azabal,Incendies,Maxim Gaudette,twin brother and sister|mother son relationship|brother sister relationship|family relationships|middle east,6800000,2011,8.2
Tony Goldwyn,107,Sam Rockwell,6783129242010, Biography | Drama,Hilary Swank,Conviction,Melissa Leo,law|law school|police|murder|ayer massachusetts,12500000,2010,7.2
Debra Granik,100,John Hawkes,6531491152011, Drama,Jennifer Lawrence,Winter's Bone,Garret Dillahunt,female protagonist|family relationships|ozark mountains|search for father|bail,2000000,2010,7.2
Anna Boden,101,Zach Galifianakis,6350058192010, Comedy | Drama | Romance,Keir Gilchrist,It's Kind of a Funny Story,Emma Roberts,suicide attempt|depression|based on novel|psychiatric ward|therapy,8000000,2010,7.2
Mike Mills,105,Christopher Plummer,577631422011, Comedy | Drama | Romance,Ewan McGregor,Beginners,Mélanie Laurent,gay relationship|death|cancer|french|actress,3200000,2011,7.2
Sngmoo Lee,100,Kate Bosworth,5664251282011, Action | Fantasy | Western,Dong-gun Jang,The Warrior's Way,Geoffrey Rush,throwing a knife|bullet time|explosion|violence|knife throwing,45000000,2010,6.3
Alejandro G. Iñárritu,148,Maricel Álvarez,510093732011, Drama | Romance,Javier Bardem,Biutiful,Hanaa Bouchaib,male ponytail|illegal immigrant|children|immigrant|chinese,,2011,7.5
John Wells,104,Chris Cooper,4439063132011, Drama,Ben Affleck,The Company Men,Tommy Lee Jones,downsizing|porsche|corporate downsizing|manager|volvo,15000000,2011,6.8
Emilio Estevez,,Emilio Estevez,443065092012, Adventure | Comedy | Drama,Martin Sheen,The Way,Deborah Kara Unger,journey|pilgrimage|father|walking|traveling,,2010,7.4
Noah Baumbach,107,Greta Gerwig,4216789212010, Comedy | Drama | Romance,Ben Stiller,Greenberg,Jennifer Jason Leigh,assistant|dog|personal assistant|vacation|new york city,,2010,6.1
Nicole Holofcener,87,Oliver Platt,4033268152010, Comedy | Drama,Catherine Keener,Please Give,Rebecca Hall,neighbor|new york city|first date|apartment|new york,,2010,6.6
