director_name,duration,actor_2_name,gross,genres,actor_1_name,movie_title,actor_3_name,plot_keywords,budget,title_year,imdb_score
Martin Scorsese,170,Cate Blanchett,102608827272005, Biography | Drama,Leonardo DiCaprio,The Aviator,Kate Beckinsale,test flight|flight engineer|obsessive compulsive disorder|film producer|test pilot,110000000,2004,7.5
Clint Eastwood,132,Clint Eastwood,10042278632005, Drama | Sport,Hilary Swank,Million Dollar Baby,Morgan Freeman,boxing|boxing trainer|women boxing|death|suicide attempt,30000000,2005,8.1
Michael Mann,120,Jamie Foxx,10000349282004, Crime | Drama | Thriller,Tom Cruise,Collateral,Jada Pinkett Smith,city by night|driving at night|taxi|los angeles california|contract killer,65000000,2004,7.6
Garry Marshall,113,Callum Blue,95149435172004, Comedy | Family | Romance,Anne Hathaway,The Princess Diaries 2: Royal Engagement,Julie Andrews,princess|queen|law|viscount|parliament,40000000,2004,5.7
Todd Phillips,101,Owen Wilson,88200225252004, Comedy | Crime,Ben Stiller,Starsky & Hutch,Snoop Dogg,cop|criminal|partner|cocaine|police,60000000,2004,6.1
John Hamburg,90,Jennifer Aniston,8785656592004, Comedy | Romance,Ben Stiller,Along Came Polly,Debra Messing,butt slap|friend|honeymoon|bride|insurance,42000000,2004,5.9
Mark Waters,97,Jonathan Bennett,8604941832004, Comedy,Lindsay Lohan,Mean Girls,Rachel McAdams,high school|high school girl|bully|clique|secret,17000000,2004,7.0
Stephen Hillenburg,87,Rodger Bumpass,85416609182005, Animation | Adventure | Comedy | Family | Fantasy,Jeffrey Tambor,The SpongeBob SquarePants Movie,Carolyn Lawrence,based on tv series|crown|king neptune|plankton|spongebob squarepants,30000000,2004,7.0
Raja Gosnell,93,Sarah Michelle Gellar,84185387132004, Adventure | Comedy | Family | Fantasy | Horror | Mystery,Freddie Prinze Jr.,Scooby-Doo 2: Monsters Unleashed,Matthew Lillard,museum|monster|ghost|tv|masked villain,80000000,2004,4.9
Adam McKay,9410498,Christina Applegate,84136909202004, Comedy,Will Ferrell,Anchorman: The Legend of Ron Burgundy,Steve Carell,tv station|anchorman|news anchor|1970s|newsroom,26000000,2004,7.2
Paul W.S. Anderson,101103109,Lance Henriksen,80281096262004, Action | Horror | Sci-Fi | Thriller,Sanaa Lathan,AVP: Alien vs. Predator,Raoul Bova,alien|predator|pyramid|satellite|antarctica,60000000,2004,5.6
Tony Scott,146,Christopher Walken,77862546132004, Action | Crime | Drama | Thriller,Denzel Washington,Man on Fire,Dakota Fanning,kidnapping|police corruption|mexico|bodyguard|journalist,70000000,2004,7.7
Steven Spielberg,128,Catherine Zeta-Jones,77032279202004, Comedy | Drama | Romance,Tom Hanks,The Terminal,Chi McBride,flight attendant|airport|man without a country|construction site|fish out of water,60000000,2004,7.3
Peter Hewitt,80,Jennifer Love Hewitt,75367693292004, Animation | Comedy | Family | Fantasy,Breckin Meyer,Garfield,Stephen Tobolowsky,dog|cat|lasagna|veterinarian|still images during end credits,35000000,2004,5.0
Taylor Hackford,152178,Regina King,75305995112005, Biography | Drama | Music,Jamie Foxx,Ray,Kerry Washington,rhythm and blues|singer|1960s|1950s|racism,40000000,2004,7.7
Jay Russell,115,John Travolta,74540762182005, Action | Drama | Thriller,Joaquin Phoenix,Ladder 49,Jacinda Barrett,fire|firefighter|death of husband|main character dies|funeral,55000000,2004,6.5
Joe Roth,99,Jamie Lee Curtis,7370190272005, Comedy | Family,Tim Allen,Christmas with the Kranks,Dan Aykroyd,christmas|neighbor|vacation|christmas eve|act of kindness,60000000,2004,5.2
Alexander Payne,126,Thomas Haden Church,71502303132005, Comedy | Drama | Romance,Paul Giamatti,Sideways,Virginia Madsen,wine|writer|california|actor|teacher,12000000,2005,7.5
Keenen Ivory Wayans,109,Shawn Wayans,69148997132004, Comedy | Crime,Marlon Wayans,White Chicks,Busy Philipps,fbi|undercover|african american|crossdresser|gender bender,37000000,2004,5.4
Joe Johnston,136,Omar Sharif,67286731162004, Action | Adventure | Western,Viggo Mortensen,Hidalgo,Zuleikha Robinson,horse|race|cowboy|sheik|arab,100000000,2004,6.7
Joseph Ruben,9194,Dominic West,66641205192004, Drama | Horror | Mystery | Sci-Fi | Thriller,Julianne Moore,The Forgotten,Christopher Kovaleski,children|plane crash|friend|memory|psychiatrist,42000000,2004,5.8
Quentin Tarantino,137,David Carradine,66207920202004, Action | Crime | Drama | Thriller,Uma Thurman,Kill Bill: Vol. 2,Michael Madsen,martial arts|bride|vengeance|assassination|assassin,30000000,2004,8.0
Jonathan Demme,129,Liev Schreiber,65948711122004, Drama | Mystery | Sci-Fi | Thriller,Denzel Washington,The Manchurian Candidate,Meryl Streep,critically acclaimed|conspiracy|brainwashed assassin|mother son relationship|soldier,80000000,2004,6.6
Kevin Rodney Sullivan,106,Cedric the Entertainer,64955956212004, Comedy | Drama,Ice Cube,Barbershop 2: Back in Business,Eve,barbershop|politics|barbecue|blaxploitation|marriage,18000000,2004,5.7
Gavin O'Connor,135,Patricia Clarkson,64371181302004, Biography | Drama | History | Sport,Kurt Russell,Miracle,Nathan West,olympics|1980s|ice hockey|hockey|soviet union,28000000,2004,7.5
Peter Berg,118,Jay Hernandez,61188085242004, Action | Drama | Sport,Billy Bob Thornton,Friday Night Lights,Derek Luke,texas|football|coach|high school football|odessa texas,30000000,2004,7.3
Frank Oz,93,Bette Midler,59475623102004, Comedy | Sci-Fi | Thriller,Nicole Kidman,The Stepford Wives,Matthew Broderick,tv producer|writer|community|connecticut|fem bot,90000000,2004,5.2
Guillermo del Toro,122132,Doug Jones,59035104212004, Action | Fantasy | Horror | Sci-Fi,Ron Perlman,Hellboy,Selma Blair,nazi|demon|superhero|occult detective|based on comic book,66000000,2004,6.8
Zack Snyder,101110,Ving Rhames,58885635282004, Action | Horror | Thriller,Sarah Polley,Dawn of the Dead,Mekhi Phifer,mall|nurse|rear entry sex|survival horror|mayhem,26000000,2004,7.4
Steven Brill,95,Seth Green,5815643572005, Adventure | Comedy | Mystery,Matthew Lillard,Without a Paddle,Dax Shepard,tree house|friend|river|death|hijacker,19000000,2004,5.9
Peter Chelsom,106,Jennifer Lopez,57887882182005, Comedy | Drama | Romance,Richard Gere,Shall We Dance,Susan Sarandon,dance|dance competition|dance lesson|love|teacher,50000000,2004,6.1
David Twohy,119134,Judi Dench,57637485132004, Action | Adventure | Sci-Fi | Thriller,Vin Diesel,The Chronicles of Riddick,Colm Feore,necromonger|warrior|planet|bounty hunter|escape,105000000,2004,6.7
Gary Winick,98,Mark Ruffalo,56044241252004, Comedy | Fantasy | Romance,Jennifer Garner,13 Going on 30,Judy Greer,wish|13th birthday|30 year old|year 1987|13 year old,37000000,2004,6.1
James Wan,103,Leigh Whannell,55153403242004, Horror | Mystery | Thriller,Cary Elwes,Saw,Danny Glover,surprise ending|game of death|locked in a room|trapped in a room|claustrophobia,1200000,2004,7.7
Paul Haggis,112115,Sandra Bullock,54557348312006, Crime | Drama | Thriller,Don Cheadle,Crash,Thandie Newton,racist|racism|race relations|stereotype|social problem,6500000,2005,7.9
David S. Goyer,113105122,Kris Kristofferson,52397389182005, Action | Adventure | Horror | Sci-Fi | Thriller,Wesley Snipes,Blade: Trinity,Parker Posey,blade|dracula|blood|vampire hunter|vampire slayer,65000000,2004,5.9
Antoine Fuqua,126142,Stephen Dillane,5187796382004, Action | Adventure | Drama | History | War,Clive Owen,King Arthur,Keira Knightley,ancient rome|roman|knight|roman empire|freedom,120000000,2004,6.3
Marc Forster,106101,Kate Winslet,51676606222005, Biography | Drama | Family,Johnny Depp,Finding Neverland,Julie Christie,stage play|reference to peter pan|boy|inspiration|widow,25000000,2004,7.8
Mark Rosman,95,Chad Michael Murray,51431160152004, Comedy | Family | Romance,Hilary Duff,A Cinderella Story,Jennifer Coolidge,cinderella story|female protagonist|teenage girl|correspondence|evil step mother,20000000,2004,5.9
Joel Schumacher,143,Emmy Rossum,5122579662005, Drama | Musical | Romance | Thriller,Gerard Butler,The Phantom of the Opera,Patrick Wilson,opera|singer|mask|disfigurement|based on stage musical based on novel,70000000,2004,7.3
Alexander Witt,9498,Sienna Guillory,50740078292004, Action | Horror | Sci-Fi | Thriller,Milla Jovovich,Resident Evil: Apocalypse,Eric Mabius,monster|cover up|strong female character|strong female lead|zombie apocalypse,45000000,2004,6.2
Will Finn,76,Cuba Gooding Jr.,50026353202004, Animation | Comedy | Family | Music | Western,Judi Dench,Home on the Range,Jennifer Tilly,western u.s.|farm|rustler|dairy farm|cattle,110000000,2004,5.4
Joel Zwick,93,Kyla Pratt,4811455612005, Comedy | Family | Fantasy | Romance,Kenan Thompson,Fat Albert,Omarion Grandberry,television|love|animated sequence|party|junkyard,26000000,2004,4.3
David Koepp,96,Maria Bello,47781388142004, Mystery | Thriller,Johnny Depp,Secret Window,John Turturro,writer|infidelity|unfaithfulness|adultery|extramarital affair,40000000,2004,6.6
Kevin Bray,86,Ashley Scott,45860039282004, Action | Crime,Dwayne Johnson,Walking Tall,Johnny Knoxville,casino|sheriff|special forces|violence|football,56000000,2004,6.2
Paul Weitz,,Topher Grace,45489752112005, Comedy | Drama | Romance,Dennis Quaid,In Good Company,Scarlett Johansson,new boss|magazine|company|executive|corporate takeover,26000000,2005,6.5
Jared Hess,9692,Efren Ramirez,4454095642005, Comedy,Jon Heder,Napoleon Dynamite,Jon Gries,high school|family relationships|friend|class president|jock,400000,2004,6.9
James L. Brooks,131,Téa Leoni,42044321282005, Comedy | Drama | Romance,Adam Sandler,Spanglish,Paz Vega,housekeeper|chef|mexico|college|letter,80000000,2004,6.4
Renny Harlin,114125,Izabella Scorupco,4181486352004, Horror | Mystery | Thriller,Stellan Skarsgård,Exorcist: The Beginning,James D'Arcy,church|faith|excavation|archeologist|relic,50000000,2004,5.1
Beeban Kidron,108,Colin Firth,40203020142005, Comedy | Drama | Romance,Renée Zellweger,Bridget Jones: The Edge of Reason,Hugh Grant,intern|prison|thailand|six word title|american actress playing british character,40000000,2004,5.9
Pitof,10487,Sharon Stone,40198710152004, Action | Crime | Fantasy | Thriller,Halle Berry,Catwoman,Benjamin Bratt,cat|detective|strong female character|strong female lead|based on cult comic book,100000000,2004,3.3
Chris Stokes,95,J-Boog,4006649792004, Drama | Music,Omarion Grandberry,You Got Served,Raz B,friend|competition|money|street dancing|dance contest,8000000,2004,3.5
Ethan Coen,104,Marlon Wayans,3969213992004, Comedy | Crime | Thriller,Tom Hanks,The Ladykillers,Irma P. Hall,casino|professor|landlady|remake|irony of fate,35000000,2004,6.2
Kerry Conran,106,Jude Law,37760080172004, Action | Adventure | Mystery | Sci-Fi | Thriller,Gwyneth Paltrow,Sky Captain and the World of Tomorrow,Angelina Jolie,robot|scientist|reporter|captain|pilot,70000000,2004,6.1
Garry Marshall,119,John Corbett,3748613832004, Comedy | Drama | Romance,Kate Hudson,Raising Helen,Joan Cusack,love|fashion show|pastor|teenage girl|female protagonist,50000000,2004,6.0
Tim Story,97104,Jimmy Fallon,36609966182005, Action | Comedy | Crime | Thriller,Queen Latifah,Taxi,Gisele Bündchen,brazilian|undercover|driving|bank robbery|new york city,25000000,2004,4.4
Oliver Stone,175167214206,Anthony Hopkins,34293771282005, Action | Adventure | Biography | Drama | History | Romance | War,Colin Farrell,Alexander,Rosario Dawson,greek|greek myth|ancient greece|conquest|king,155000000,2004,5.5
Michel Gondry,108,Kate Winslet,34126138182004, Drama | Fantasy | Romance | Sci-Fi,Jim Carrey,Eternal Sunshine of the Spotless Mind,Tom Wilkinson,memory|playing against type|retrograde narrative|loneliness|valentine's day,20000000,2004,8.3
Mike Nichols,10498,Jude Law,33987757112005, Drama | Romance,Natalie Portman,Closer,Clive Owen,hasselblad camera|leica camera|film camera|medium format camera|cheating wife,27000000,2004,7.3
Jonathan Hensleigh,124140,John Travolta,3368227322004, Action | Crime | Drama | Thriller,Thomas Jane,The Punisher,Samantha Mathis,death|fbi|family reunion|vigilante|fbi agent,33000000,2004,6.5
Trey Parker,98,Matt Stone,3277483472005, Action | Comedy,Trey Parker,Team America: World Police,Elle Russ,vomiting|arab stereotype|terrorist|broadway|actor,30000000,2004,7.2
D.J. Caruso,103109,Ethan Hawke,32682342282004, Crime | Mystery | Thriller,Angelina Jolie,Taking Lives,Kiefer Sutherland,serial killer|female agent|fake identity|passionate sex|critically bashed,45000000,2004,6.2
David R. Ellis,94,Chris Evans,32003620102004, Action | Crime | Thriller,Kim Basinger,Cellular,Jason Statham,cell phone|police|stealing a car|family in danger|distress signal,25000000,2004,6.5
Dwight H. Little,97,KaDee Strickland,3152639382004, Action | Adventure | Horror | Thriller,Morris Chestnut,Anacondas: The Hunt for the Blood Orchid,Eugene Byrd,blood|orchid|flower|borneo|anaconda,25000000,2004,4.6
Christopher Erskin,97,Shannon Elizabeth,31179516132004, Comedy,Cedric the Entertainer,Johnson Family Vacation,Shad Moss,cross country|road movie|highway travel|cross country trip|on the road,12000000,2004,4.3
Sara Sugarman,89,Megan Fox,29302097142004, Comedy | Family | Music | Romance,Lindsay Lohan,Confessions of a Teenage Drama Queen,Adam Garcia,suburb|band|new york city|friend|teenager,15000000,2004,4.6
Brett Ratner,97,Salma Hayek,28328132282005, Action | Comedy | Crime | Drama,Pierce Brosnan,After the Sunset,Woody Harrelson,diamond|fbi agent|fbi|island|thief,58000000,2004,6.3
Martha Coolidge,111,Luke Mably,28165882182004, Comedy | Family | Romance,Julia Stiles,The Prince and Me,Miranda Richardson,love|prince|king|denmark|wisconsin,,2004,5.9
Zach Braff,102,Peter Sarsgaard,26781723212005, Comedy | Drama | Romance,Zach Braff,Garden State,Natalie Portman,home|pain|funeral|actor|doctor,2500000,2004,7.6
Kevin Smith,102,Liv Tyler,25266129252004, Comedy | Drama | Romance,Ben Affleck,Jersey Girl,Raquel Castro,karma|baby|publicist|childbirth|death,35000000,2004,6.2
Philip Kaufman,97,Samuel L. Jackson,25195050212004, Crime | Drama | Mystery | Thriller,Ashley Judd,Twisted,Andy Garcia,kicked in the crotch|kicked in the balls|partner|father|police,50000000,2004,5.2
Wes Anderson,119,Owen Wilson,24006726252005, Adventure | Comedy | Drama,Bill Murray,The Life Aquatic with Steve Zissou,Anjelica Huston,shark|team|expedition|oceanographer|sea,50000000,2004,7.3
Frank Coraci,120,Steve Coogan,24004159102004, Action | Adventure | Comedy,Jackie Chan,Around the World in 80 Days,Jim Broadbent,box office flop|around the world|inventor|19th century|train,110000000,2004,5.8
Terry George,121,Sophie Okonedo,23472900152005, Drama | History | War,Don Cheadle,Hotel Rwanda,Joaquin Phoenix,atrocity|central africa|ethnic warfare|united nations soldier|united nations peace keeping force,17500000,2005,8.1
Kevin Allen,100,Anthony Anderson,23222861162004, Action | Adventure | Comedy | Family | Romance | Sci-Fi,Frankie Muniz,Agent Cody Banks 2: Destination London,Hannah Spearritt,tough girl|mind control|chase|gadget|evil scientist,26000000,2004,4.5
Tommy O'Haver,96,Hugh Dancy,2291367762004, Comedy | Family | Fantasy | Romance,Anne Hathaway,Ella Enchanted,Cary Elwes,fairy|prince|obedience|curse|strong female character,35000000,2004,6.3
John Lee Hancock,137,Billy Bob Thornton,22406362162004, Drama | History | War | Western,Dennis Quaid,The Alamo,Emilio Echevarría,texan|army|texas|dictator|general,107000000,2004,6.0
Charles Stone III,104,Angela Bassett,21800302172004, Comedy | Drama | Romance | Sport,Bernie Mac,Mr 3000,Michael Rispoli,baseball|retirement|dodge viper|cartoon on tv|baseball movie,30000000,2004,5.5
Joseph Kahn,84,Ice Cube,2117632222004, Action | Comedy | Crime,Martin Henderson,Torque,Monet Mazur,murder|on the run|surveillance footage|security camera|timebomb,40000000,2004,4.0
John Moore,113,Miranda Otto,21009180112005, Action | Adventure | Drama | Thriller,Dennis Quaid,Flight of the Phoenix,Giovanni Ribisi,desert|survivor|rescue|stranded|captain,45000000,2004,6.1
Nick Hurran,111105,Ron Livingston,20422207102004, Comedy | Romance | Drama,Brittany Murphy,Little Black Book,Holly Hunter,gynecologist|electronic devices|set up|plan|little black book,35000000,2004,5.3
Hatsuki Tsuji,,Eric Stuart,19762690292004, Animation | Action | Adventure | Family | Fantasy | Thriller,Dan Green,Yu-Gi-Oh!: The Movie,Amy Birnbaum,based on tv show|based on tv series|based on trading cards|fart joke|anime,20000000,2004,4.5
Jean-Jacques Annaud,109,Freddie Highmore,18947630132004, Adventure | Drama | Family,Guy Pearce,Two Brothers,Jean-Claude Dreyfus,tiger|jungle|circus|killing an animal|death of protagonist,59660000,2004,7.1
Danny Leiner,88,Kal Penn,18225165102004, Adventure | Comedy,John Cho,Harold & Kumar Go to White Castle,Ethan Embry,stoner|road trip|white castle|police|marijuana,9000000,2004,7.1
Peter Howitt,90,Julianne Moore,17848322112004, Comedy | Romance,Pierce Brosnan,Laws of Attraction,Parker Posey,divorce|divorce lawyer|lawyer|date|drinking,28000000,2004,5.9
Jeff Schaffer,93,Jacob Pitts,17718223262004, Comedy,Scott Mechlowicz,EuroTrip,Michelle Trachtenberg,public nudity|nudist|male frontal nudity|nudity|female frontal nudity,25000000,2004,6.6
Cheryl Dunye,,Anthony Anderson,17321573122004, Comedy,Eddie Griffin,My Baby's Daddy,Michael Imperioli,fatherhood|talking baby|animal costume|rapper|break up,,2004,4.5
Stephen Chow,99,Wah Yuen,17104669122005, Action | Comedy | Crime | Fantasy,Stephen Chow,Kung Fu Hustle,Qiu Yuen,1940s|kung fu|sign language|gang|axe,20000000,2005,7.8
Don Mancini,8788,Brad Dourif,17016190172004, Comedy | Fantasy | Horror | Thriller,Jennifer Tilly,Seed of Chucky,John Waters,killer doll|murder|actress|vomiting|vixen,12000000,2004,4.9
Robert Luketic,,Josh Duhamel,16964743272004, Comedy | Romance,Kate Bosworth,Win a Date with Tad Hamilton!,Topher Grace,date|best friend|west virginia|contest|small town,24000000,2004,5.6
Richard Loncraine,98,Paul Bettany,16831505222004, Comedy | Romance | Sport,Kirsten Dunst,Wimbledon,Jon Favreau,tennis|wimbledon|player|career|tennis player,31000000,2004,6.3
Walter Salles,126,Rodrigo De la Serna,16756372112005, Adventure | Biography | Drama,Gael García Bernal,The Motorcycle Diaries,Mía Maestro,travel|motorcycle|friend|che guevara|diary,,2004,7.8
Bart Freundlich,91,Sam Robards,1670286472004, Comedy | Crime,Kristen Stewart,Catch That Kid,Jennifer Beals,heist|security chief|dog|computer genius|caper,18000000,2004,5.2
Howard Deutch,98,Matthew Perry,16323969182004, Comedy | Crime | Thriller,Bruce Willis,The Whole Ten Yards,Natasha Henstridge,hitman|killing an animal|dentist|flashback|face slap,40000000,2004,5.5
Mira Nair,141,Romola Garai,1612385152004, Drama,Reese Witherspoon,Vanity Fair,James Purefoy,english|singer|aristocrat|painting|painter,23000000,2004,6.2
Paul Abascal,84,Robin Tunney,15712072122004, Action | Crime | Drama | Thriller,Cole Hauser,Paparazzi,Dennis Farina,revenge|paparazzi|actor|movie star|coma,20000000,2004,5.8
Gregory Jacobs,87,Diego Luna,14688078202016, Comedy | Crime | Drama | Thriller,John C. Reilly,Criminal,Maggie Gyllenhaal,con|counterfeit|con artist|face slap|distrust,,2004,6.4
Luke Greenfield,108110,Nicholas Downs,14589444252004, Comedy | Drama | Romance,Emile Hirsch,The Girl Next Door,Elisha Cuthbert,porn actress|forced to strip|teenager|scantily clad female|male rear nudity,25000000,2004,6.8
Donald Petrie,110,Ray Romano,1446942872004, Comedy | Romance,Gene Hackman,Welcome to Mooseport,Maura Tierney,mayor|upskirt|yellow panties|white panties|pink panties,26000000,2004,5.2
Nick Hamm,102,Greg Kinnear,14334645252004, Drama | Horror | Sci-Fi | Thriller,Robert De Niro,Godsend,Rebecca Romijn,birthday|boy|doctor|cloning|clone,25000000,2004,4.8
Guy Ferland,86,Romola Garai,14140215162004, Drama | Music | Romance,Diego Luna,Dirty Dancing: Havana Nights,Sela Ward,dancing|revolution|cuba|love|nightclub,25000000,2004,6.0
Dennie Gordon,,Ashley Olsen,14018364252004, Comedy | Crime | Family | Romance,Mary-Kate Olsen,New York Minute,Eugene Levy,senator|scholarship|dog|new york city|twin,30000000,2004,4.8
Jessy Terrero,8692,Snoop Dogg,13922211252004, Comedy,Dwayne Adway,Soul Plane,Tom Arnold,airline|bathroom|airplane|sex|toilet,16000000,2004,4.4
Edgar Wright,99,Nick Frost,13464388262004, Comedy | Horror,Simon Pegg,Shaun of the Dead,Kate Ashfield,zombie apocalypse|pub|british horror|best friend|zombie,4000000,2004,8.0
Charles Shyer,103,Sienna Miller,1339593972005, Comedy | Drama | Romance,Jude Law,Alfie,Susan Sarandon,friend|best friend|one night stand|commitment|limousine driver,60000000,2004,6.2
Irwin Winkler,125,Ashley Judd,13337299152004, Biography | Drama | Music | Musical,Kevin Kline,De-Lovely,Jonathan Pryce,love|cole porter|composer|tears|party,20000000,2004,6.6
Paul McGuigan,114,Diane Kruger,12831121242004, Drama | Mystery | Romance | Thriller,Josh Hartnett,Wicker Park,Matthew Lillard,obsession|split screen|multiple perspectives|flashback within a flashback|flashback,30000000,2004,7.0
David O. Russell,107,Jude Law,12784713182005, Comedy,Jason Schwartzman,I Heart Huckabees,Naomi Watts,coincidence|vomiting|overalls|cult film|suburb,22000000,2004,6.7
Andy Cadiff,101,Matthew Goode,12189514272004, Comedy | Romance,Mandy Moore,Chasing Liberty,Mark Harmon,president|secret service agent|prague|photographer|first daughter,23000000,2004,6.1
Barry Levinson,99,Jack Black,12181484212004, Comedy,Ben Stiller,Envy,Rachel Weisz,dog|jealousy|neighbor|envy|best friend,40000000,2004,4.8
Daniel Taplitz,,Gabrielle Union,11827301182004, Comedy | Romance,Jamie Foxx,Breakin' All the Rules,Morris Chestnut,lingerie slip|female to male foot in crotch|love|writer|mistaken identity,,2004,5.5
Lance Rivera,,Jenifer Lewis,1154011282004, Comedy,Quran Pender,The Cookout,Ja Rule,marriage|flatulence|interracial marriage,,2004,3.6
Mike Mitchell,91,Christina Applegate,11198345192004, Comedy | Romance,Ben Affleck,Surviving Christmas,James Gandolfini,snowball fight|singing|photo shoot|loneliness|helicopter,45000000,2004,5.3
Zhang Yimou,119,Takeshi Kaneshiro,1104122812005, Action | Adventure | Drama | Romance,Ziyi Zhang,House of Flying Daggers,Andy Lau,government|flying|police|flying dagger|secret,100000000,2005,7.6
Sean McNamara,,John Corbett,10411980192004, Family | Music | Romance,Hilary Duff,Raise Your Voice,Rebecca De Mornay,small town|stage fright|scholarship|music school|three word title,15000000,2004,5.9
Brian Robbins,93,Erika Christensen,10387706262004, Comedy | Crime,Scarlett Johansson,The Perfect Score,Chris Evans,test|high school|exam|teenager|parent,40000000,2004,5.7
Bill Condon,118,Laura Linney,10214647252005, Biography | Drama | Romance,Liam Neeson,Kinsey,Chris O'Donnell,sexuality|sex|student|research|professor,11000000,2005,7.1
Bob Clark,88,Scott Baio,910932212004, Comedy | Family | Sci-Fi,Jon Voight,Superbabies: Baby Geniuses 2,Vanessa Angel,sequel|box office flop|science experiment|mind control|good versus evil,20000000,2004,1.9
Forest Whitaker,,Marc Blucas,9055010262004, Comedy | Drama | Romance,Katie Holmes,First Daughter,Michael Keaton,college|president|daughter of the president|white house|first daughter,30000000,2004,5.0
Brian Dannelly,92,Mandy Moore,8786715162004, Comedy | Drama,Jena Malone,Saved!,Macaulay Culkin,school|christian|jewish|pastor|virginity,5000000,2004,6.9
E. Elias Merhige,,Ben Kingsley,8712564152004, Crime | Drama | Mystery | Thriller,Aaron Eckhart,Suspect Zero,Carrie-Anne Moss,serial killer|fbi|fbi agent|salesman|murder,27000000,2004,5.9
Joe Nussbaum,89,Mika Boorem,8070311162004, Comedy | Romance,Alexa PenaVega,Sleepover,Scout Taylor-Compton,best friend|scavenger hunt|party|sleepover|rival,10000000,2004,5.3
Michael Lembeck,108,Toni Collette,8054280282004, Comedy | Crime | Music,Nia Vardalos,Connie and Carla,David Duchovny,drag queen|mafia|box office flop|gender disguise|witness,20000000,2004,6.3
