director_name,duration,actor_2_name,gross,genres,actor_1_name,movie_title,actor_3_name,plot_keywords,budget,title_year,imdb_score
Brett Ratner,91,Chris Tucker,14008085022007, Action | Comedy | Crime | Thriller,Jackie Chan,Rush Hour 3,Max von Sydow,french|ambassador|triad|assassination|chinese,140000000,2007,6.2
Len Wiseman,128129,Justin Long,134520804262007, Action | Adventure | Thriller,Bruce Willis,Live Free or Die Hard,Timothy Olyphant,hacker|terrorist|fbi|police|independence day,110000000,2007,7.2
Tim Story,92,Jessica Alba,131920333122007, Action | Adventure | Family | Sci-Fi | Thriller,Ioan Gruffudd,Fantastic Four: Rise of the Silver Surfer,Chris Evans,fantastic four|space|strong female lead|strong female character|superheroine,130000000,2007,5.6
Ridley Scott,157176,Russell Crowe,130127620252008, Biography | Crime | Drama,Denzel Washington,American Gangster,Chiwetel Ejiofor,popcorn|heroin|death|smuggling|vietnam,100000000,2007,7.8
Kevin Lima,107,Susan Sarandon,12770687772008, Animation | Comedy | Family | Fantasy | Musical | Romance,Amy Adams,Enchanted,James Marsden,love|prince|fairy tale|lawyer|new york,85000000,2007,7.1
Steve Hickner,91,Renée Zellweger,12659712182008, Animation | Adventure | Comedy | Family,Jerry Seinfeld,Bee Movie,Matthew Broderick,meme|scatological humor|egg|dream sequence|bee,150000000,2007,6.2
Greg Mottola,113119,Jonah Hill,121463226192007, Comedy,Michael Cera,Superbad,Christopher Mintz-Plasse,teen comedy|black comedy|bromance|party|school,20000000,2007,7.6
Dennis Dugan,115,Kevin James,119684970122007, Comedy | Romance,Adam Sandler,I Now Pronounce You Chuck & Larry,Jessica Biel,children|firefighter|fraud|domestic partnership|insurance,85000000,2007,6.0
Adam Shankman,117,Queen Latifah,118823091192007, Comedy | Drama | Family | Music | Musical | Romance,John Travolta,Hairspray,Nikki Blonsky,friend|dance|best friend|audition|tv dance show,75000000,2007,6.7
Josh Gordon,,Jon Heder,11815353362007, Comedy | Sport,Will Ferrell,Blades of Glory,Amy Poehler,nintendo game boy advance|jock strap|competition|fight|ice,61000000,2007,6.3
Steven Soderbergh,122,Brad Pitt,117144465142007, Crime | Thriller,George Clooney,Ocean's Thirteen,Matt Damon,heist|revenge|casino|manmade earthquake|tunnel boring machine,85000000,2007,6.9
Mark Steven Johnson,114123,Eva Mendes,115802596272007, Action | Fantasy | Thriller,Nicolas Cage,Ghost Rider,Sam Elliott,mephistopheles|father|blackheart|devil|ghost,110000000,2007,5.2
Oren Peli,869784,Micah Sloat,107917283152010, Horror,Katie Featherston,Paranormal Activity,Mark Fredrichs,found footage|entity|paranormal phenomenon|dark force|evil force,15000,2009,6.3
Tom Shadyac,96,Morgan Freeman,100289690282007, Comedy | Family | Fantasy,Steve Carell,Evan Almighty,Lauren Graham,ark|congressman|change|flood|depiction of god,175000000,2007,5.4
Stephen J. Anderson,95,Wesley Singerman,97821064312007, Animation | Adventure | Comedy | Family | Sci-Fi,Daniel Hansen,Meet the Robinsons,Angela Bassett,future|hat|bowler hat|memory|invention,150000000,2007,6.9
Brian Robbins,,Thandie Newton,95323496272007, Comedy | Romance,Eddie Murphy,Norbit,Terry Crews,orphan|obnoxiousness|woman played by man|urine|family conflict,60000000,2007,3.9
Rob Reiner,97,Morgan Freeman,93452056302008, Adventure | Comedy | Drama,Jack Nicholson,The Bucket List,Sean Hayes,list|journey|friendship|road trip|buddy movie,45000000,2008,7.4
Andy Fickman,110,Kyra Sedgwick,90636983152008, Comedy | Family | Sport,Dwayne Johnson,The Game Plan,Madison Pettis,tween girl|football movie|family relationships|sports team|publicist,22000000,2007,6.2
Gabor Csupo,96,AnnaSophia Robb,82234139222007, Adventure | Drama | Family | Fantasy,Josh Hutcherson,Bridge to Terabithia,Zooey Deschanel,race|reality|imagination|bully|friend,17000000,2007,7.2
Robert Zemeckis,115,Crispin Glover,82161969252008, Animation | Action | Adventure | Fantasy,Ray Winstone,Beowulf,Angelina Jolie,king|reward|demon|warrior|creature,150000000,2007,6.2
D.J. Caruso,105,David Morse,80050171272007, Drama | Mystery | Thriller,Shia LaBeouf,Disturbia,Carrie-Anne Moss,house arrest|neighbor|binoculars|watching someone|electronic tag,20000000,2007,6.9
Ethan Coen,122,Javier Bardem,7427350542008, Crime | Drama | Thriller,Tommy Lee Jones,No Country for Old Men,Josh Brolin,sheriff|desert|texas|coin toss|killer,25000000,2007,8.1
David Dobkin,116,Paul Giamatti,7200086782008, Comedy | Family | Fantasy,Vince Vaughn,Fred Claus,Elizabeth Banks,north pole|efficiency expert|christmas|cape the garment|red cape,100000000,2007,5.6
Mikael Håfström,104114,Samuel L. Jackson,7197561152007, Fantasy | Horror,John Cusack,1408,Mary McCormack,concussion|paranormal phenomena|self sacrifice|death of daughter|hotel,25000000,2007,6.8
Chris Weitz,113,Daniel Craig,70083519292008, Adventure | Family | Fantasy,Nicole Kidman,The Golden Compass,Dakota Blue Richards,quest|epic|friend|children|girl,180000000,2007,6.1
Mike Nichols,102,Julia Roberts,66636385292008, Biography | Comedy | Drama | History,Tom Hanks,Charlie Wilson's War,Philip Seymour Hoffman,afghanistan|arms dealer|based on true story|cia|texas,75000000,2007,7.1
Darren Lynn Bousman,9396,Scott Patterson,6327025972007, Horror | Mystery,Tobin Bell,Saw IV,Costas Mandylor,rapist|serial rapist|rape|detective|fbi,10000000,2007,5.9
Sylvain White,,Meagan Good,61356221162007, Drama | Music | Romance,Columbus Short,Stomp the Yard,Ne-Yo,death|dancer|competition|fraternity|atlanta georgia,14000000,2007,5.3
Ash Brannon,85,Zooey Deschanel,58867694242007, Animation | Comedy | Family | Sport,Shia LaBeouf,Surf's Up,Jon Heder,surfing|penguin|competition|island|antarctica,100000000,2007,6.8
Rob Zombie,10912183,Malcolm McDowell,5826726172007, Horror,Scout Taylor-Compton,Halloween,Tyler Mane,michael myers|evil|slasher|serial killer|murder,15000000,2007,6.1
Tyler Perry,,Janet Jackson,5518472172007, Comedy | Drama,Tyler Perry,Why Did I Get Married?,Sharon Leal,marriage|work|secret|psychologist|overweight,15000000,2007,5.6
Kevin Munroe,87,Mako,54132596152007, Animation | Action | Adventure | Comedy | Family | Fantasy | Sci-Fi,Patrick Stewart,TMNT,Chris Evans,turtle|new york city|martial arts master|warrior|monster,34000000,2007,6.3
Richard LaGravenese,126,Gerard Butler,5368084872008, Drama | Romance,Hilary Swank,P.S. I Love You,Harry Connick Jr.,letter|friendship|birthday|widow|hairy chest,30000000,2007,7.1
James Mangold,122,Christian Bale,5357408822007, Adventure | Crime | Drama | Western,Russell Crowe,3:10 to Yuma,Ben Foster,outlaw|rancher|train|stagecoach|small western town,55000000,2007,7.7
Tim Burton,116,Helena Bonham Carter,52882759142008, Drama | Horror | Musical | Thriller,Johnny Depp,Sweeney Todd: The Demon Barber of Fleet Street,Alan Rickman,gothic horror|judge|lust|accomplice|sailor,50000000,2007,7.4
Joe Wright,123,James McAvoy,5092173842008, Drama | Mystery | Romance | War,Keira Knightley,Atonement,Brenda Blethyn,sex|loss of virginity|septicemia|death of sister|dying,30000000,2008,7.8
Russell Mulcahy,94,Ali Larter,50648679262007, Action | Horror | Sci-Fi | Thriller,Milla Jovovich,Resident Evil: Extinction,Oded Fehr,desert|satellite|convoy|crow|clone,45000000,2007,6.3
Marc Lawrence,95,Drew Barrymore,50562555112007, Comedy | Music | Romance,Hugh Grant,Music and Lyrics,Scott Porter,song|lyricist|singer|singing|love,40000000,2007,6.5
Steve Carr,92,Nia Long,49631958292007, Comedy | Drama | Family | Fantasy,Ice Cube,Are We Done Yet?,John C. McGinley,moving in|renovation|contractor|playstation portable|four word title,28000000,2007,4.0
Preston A. Whitmore II,,Columbus Short,4912193442008, Comedy | Drama | Romance,Regina King,This Christmas,Delroy Lindo,family home|musician|christmas|secret|piano,13000000,2007,6.2
Tony Gilroy,119,Tilda Swinton,49024969142008, Crime | Drama | Thriller,George Clooney,Michael Clayton,Tom Wilkinson,law|fixer|law firm|debt|attorney,25000000,2007,7.3
Mennan Yapo,96,Julian McMahon,47852604272007, Drama | Mystery | Thriller,Sandra Bullock,Premonition,Amber Valletta,housewife|car|car accident|sheriff|suburb,20000000,2007,5.9
Peter Hedges,98,Juliette Binoche,4763654182008, Comedy | Drama | Romance,Steve Carell,Dan in Real Life,Dane Cook,bookstore|rhode island|widower|single father|new jersey,25000000,2007,6.8
Peter Berg,110,Chris Cooper,47456450222007, Action | Drama | Thriller,Jamie Foxx,The Kingdom,Jennifer Garner,investigation|die hard scenario|safe room|al qaeda|stabbed in the crotch,70000000,2007,7.1
Antoine Fuqua,124,Michael Peña,4697518382007, Action | Crime | Drama | Mystery | Thriller,Mark Wahlberg,Shooter,Rhona Mitra,on the run|ethiopia|colonel|marksman|die hard scenario,61000000,2007,7.2
Ken Kwapis,91,John Krasinski,43792641282007, Comedy | Romance,Mandy Moore,License to Wed,Robin Williams,box office flop|church|wedding|kiss|usa,35000000,2007,5.3
Frederik Du Chau,,Jason Lee,4375170672007, Action | Adventure | Comedy | Family | Fantasy | Sci-Fi,Peter Dinklage,Underdog,Amy Adams,dog|mad scientist|ex cop|widower|security guard,,2007,4.8
Scott Hicks,104,Aaron Eckhart,4309765222007, Comedy | Drama | Romance,Catherine Zeta-Jones,No Reservations,Abigail Breslin,restaurant|chef|kitchen|guardian|cooking,28000000,2007,6.3
Michael Lehmann,,Mandy Moore,42640890302007, Comedy | Romance,Diane Keaton,Because I Said So,Gabriel Macht,meddling|psychologist|you can say that again joke|sobbing female|subtitled scene,,2007,5.6
Colin Strause,94102,Steven Pasquale,41797066212008, Action | Horror | Sci-Fi | Thriller,Reiko Aylesworth,Aliens vs. Predator: Requiem,Shareeka Epps,alien|predator|hunting|hybrid|escape,40000000,2007,4.7
Jay Russell,112,David Morrissey,4041281782008, Adventure | Family | Fantasy,Emily Watson,The Water Horse,Alex Etel,scottish highlands|bathtub|war widow|single mother|scotland,40000000,2007,6.5
Paul Thomas Anderson,158,Paul Dano,40218903252008, Drama | History,Daniel Day-Lewis,There Will Be Blood,Ciarán Hinds,oil|alcoholic|alcoholism|money|turn of the century,25000000,2008,8.1
Jason Friedberg,8693,Jennifer Coolidge,39737645272007, Adventure | Comedy,Kal Penn,Epic Movie,Fred Willard,orphan|student|chocolate factory|chocolate|factory,20000000,2007,2.3
Xavier Gens,10094,Dougray Scott,3968752872008, Action | Crime | Drama | Thriller,Timothy Olyphant,Hitman,Olga Kurylenko,hitman|topless female nudity|woman on top|see through dress|impersonation,24000000,2007,6.3
David Slade,113,Melissa George,39568996222007, Horror | Thriller,Josh Hartnett,30 Days of Night,Danny Huston,vampire|winter|snow|small town|alaska,32000000,2007,6.6
Gregory Hoblit,113,Ryan Gosling,39004700202007, Crime | Drama | Mystery | Thriller,Anthony Hopkins,Fracture,David Strathairn,police|murder weapon|court|engineer|trial,,2007,7.2
Matthew Vaughn,127,Claire Danes,38345403192007, Adventure | Family | Fantasy | Romance,Charlie Cox,Stardust,Sienna Miller,one word title|village|magic|king|pirate,70000000,2007,7.7
Neil Jordan,122119,Terrence Howard,36789772222007, Crime | Drama | Thriller,Jodie Foster,The Brave One,Naveen Andrews,dog|park|gun|detective|death,70000000,2007,6.8
Bobby Farrelly,116,Michelle Monaghan,36771343302007, Comedy | Romance,Ben Stiller,The Heartbreak Kid,Malin Akerman,marriage|dysfunctional marriage|sporting goods store|bikini|blonde,60000000,2007,5.8
Richard LaGravenese,123,Imelda Staunton,3658163392007, Biography | Crime | Drama,Hilary Swank,Freedom Writers,Patrick Dempsey,teacher|high school|marriage|journal|gang violence,21000000,2007,7.5
Danny Pang,90,Penelope Ann Miller,35374833162007, Horror | Mystery | Thriller,Dylan McDermott,The Messengers,Kristen Stewart,sunflower|murder|ghost|strong female character|stain on the wall,16000000,2007,5.4
Joel Schumacher,10198,Virginia Madsen,35063732232007, Mystery | Thriller,Jim Carrey,The Number 23,Logan Lerman,detective|murder|sex scene|imagination|destiny,32000000,2007,6.4
Mark Helfrich,101,Jessica Alba,3500062922007, Comedy | Romance,Dane Cook,Good Luck Chuck,Dan Fogler,sex|breasts|sex in bed|mini skirt|leg spreading,25000000,2007,5.6
David Fincher,157162,Robert Downey Jr.,33048353272007, Crime | Drama | History | Mystery | Thriller,Jake Gyllenhaal,Zodiac,Mark Ruffalo,serial killer|zodiac|reporter|cartoonist|zodiac killer,65000000,2007,7.7
Billy Ray,110,Ryan Phillippe,3295884062007, Biography | Crime | Drama | History | Thriller,Chris Cooper,Breach,Dennis Haysbert,investigation|fbi|clerk|computer|spy,,2007,7.0
Robert Ben Garant,90,Christopher Walken,3287848622007, Comedy | Crime | Sport,Dan Fogler,Balls of Fury,George Lopez,ping pong|fbi agent|paddle|competition|ball,,2007,5.3
Steve Bendelack,90,Willem Dafoe,32553210122007, Comedy | Family,Rowan Atkinson,Mr. Bean's Holiday,Steve Pemberton,lost passport|cannes|train|camcorder|director,25000000,2007,6.3
Zach Helm,93,Dustin Hoffman,3205944272008, Comedy | Family | Fantasy,Natalie Portman,Mr. Magorium's Wonder Emporium,Jason Bateman,emporium|toy store|eccentric|piano|hat,65000000,2007,6.2
Kirsten Sheridan,114,Keri Russell,31655091222008, Drama | Music,Freddie Highmore,August Rush,Jonathan Rhys Meyers,baby|cellist|prodigy|rhapsody|genius,30000000,2007,7.5
Tyler Perry,100,Idris Elba,31339647232007, Drama | Romance,Gabrielle Union,Daddy's Little Girls,Tracee Ellis Ross,garage|drug dealer|single father|lawyer|punctuation in title,10000000,2007,5.4
Denzel Washington,126,Forest Whitaker,30226144112008, Biography | Drama | Romance,Denzel Washington,The Great Debaters,Kimberly Elise,student|debate|college|wiley college|texas,15000000,2007,7.6
Juan Carlos Fresnadillo,100,Rose Byrne,28637507102007, Drama | Horror | Sci-Fi,Jeremy Renner,28 Weeks Later,Robert Carlyle,rage|u.s. army|zombie apocalypse|paris france|sniper,15000000,2007,7.0
James Gray,117,Mark Wahlberg,2856317922007, Crime | Drama | Thriller,Joaquin Phoenix,We Own the Night,Eva Mendes,drugs|arrest|raid|loyalty|violence,21000000,2007,6.9
Bruce A. Evans,120,Demi Moore,28476219102007, Crime | Drama | Thriller,Kevin Costner,Mr. Brooks,William Hurt,murder|divorce|aa meeting|addiction|detective,20000000,2007,7.4
Peter Webber,121131,Rhys Ifans,2766794742007, Crime | Drama | Thriller,Gaspard Ulliel,Hannibal Rising,Li Gong,aunt|revenge|faked death|medical student|cannibalism,50000000,2007,6.2
Shari Springer Berman,106,Laura Linney,25925170222007, Comedy | Drama | Romance,Scarlett Johansson,The Nanny Diaries,Paul Giamatti,nanny|marital trouble|locked out of apartment|lying to one's parents|female protagonist,20000000,2007,6.2
Craig Gillespie,,Seann William Scott,2576906722007, Comedy | Romance | Sport,Billy Bob Thornton,Mr. Woodcock,Susan Sarandon,gym class|humiliation|small town|nebraska|book,22000000,2007,5.1
Frank Darabont,126,Marcia Gay Harden,25592632142008, Horror,Thomas Jane,The Mist,Laurie Holden,survival horror|fog|giant insect|desperation|survival,18000000,2007,7.2
Andrew Fleming,99,Tate Donovan,25584685242007, Comedy | Crime | Family | Mystery | Romance | Thriller,Emma Roberts,Nancy Drew,Max Thieriot,murder|movie star|clue|detective|chase,20000000,2007,5.9
Stephen Hopkins,99,David Morrissey,2511749812007, Horror | Thriller,Hilary Swank,The Reaping,AnnaSophia Robb,biblical plague|plague|missionary|louisiana|small town,40000000,2007,5.7
Robert Rodriguez,191189,Rose McGowan,25031037152007, Action | Horror | Thriller,Kurt Russell,Grindhouse,Danny Trejo,zombie|double feature|real twins playing twins|anthropophagus|blood and gore,53000000,2007,7.6
Julie Taymor,133,Jim Sturgess,2434367372007, Drama | Fantasy | Musical | Romance,Evan Rachel Wood,Across the Universe,Joe Anderson,song|protest|anti war|liverpool|university,45000000,2007,7.4
James Foley,109,Bruce Willis,23705592182007, Crime | Mystery | Thriller,Halle Berry,Perfect Stranger,Giovanni Ribisi,friend|childhood friend|reporter|gay|secret,60795000,2007,5.7
Edgar Wright,121,Nick Frost,23618786202007, Action | Comedy | Mystery,Simon Pegg,Hot Fuzz,Martin Freeman,police officer|village|murder|gunfight|workaholic,8000000,2007,7.9
Philip G. Atwell,103,Jason Statham,22466994282007, Action | Crime | Thriller,Jet Li,War,Nadine Velazquez,fbi agent|assassin|fbi|betrayal|yakuza,25000000,2007,6.3
Robert Shaye,9694,Rainn Wilson,2146059082007, Family | Sci-Fi,Joely Richardson,The Last Mimzy,Timothy Hutton,box|teacher|toy|cottage|generator,,2007,6.3
Martin Weisz,89,Jacob Vargas,2080134412007, Horror,Daniella Alonso,The Hills Have Eyes II,Michael Bailey Smith,desert|mutant|hill|fight|murder,15000000,2007,5.1
David S. Goyer,102,Margarita Levieva,20568319202007, Crime | Drama | Fantasy | Mystery | Thriller,Justin Chatwin,The Invisible,Marcia Gay Harden,limbo|death|beating|airplane ticket|high school,30000000,2007,6.3
Robert Ben Garant,,Robert Ben Garant,20339754272007, Comedy | Crime,Thomas Lennon,Reno 911!: Miami,Kerri Kenney,beached whale|masturbation|spring break|police|beach,10000000,2007,5.9
Ben Affleck,114,Ed Harris,20300218282007, Crime | Drama | Mystery | Thriller,Morgan Freeman,Gone Baby Gone,Casey Affleck,surprise ending|neighborhood|investigation|private detective|moral dilemma,19000000,2007,7.7
Mike Binder,124,Don Cheadle,19661987272007, Drama,Adam Sandler,Reign Over Me,Jada Pinkett Smith,grief|mental breakdown|depression|post september 11 2001|college,20000000,2007,7.5
Adrienne Shelly,108,Nathan Fillion,19067631192007, Comedy | Drama | Romance,Keri Russell,Waitress,Jeremy Sisto,pregnancy|waitress|unhappy marriage|unwanted pregnancy|domestic violence,2000000,2007,7.0
Nimród Antal,85,Luke Wilson,18986844252007, Horror | Thriller,Kate Beckinsale,Vacancy,Frank Whaley,motel|trapped|crawlspace|raccoon|slasher,19000000,2007,6.2
Garry Marshall,,Lindsay Lohan,18882880222007, Comedy | Drama,Jane Fonda,Georgia Rule,Felicity Huffman,summer|secret|alcoholic|rules|teenager,20000000,2007,5.9
Julian Jarrold,120,James McAvoy,18663911192007, Biography | Drama | Romance,Anne Hathaway,Becoming Jane,Julie Walters,jane austen|love|country estate|lady|writing,16500000,2007,7.1
Sean Penn,148,Vince Vaughn,18352454212008, Adventure | Biography | Drama,Emile Hirsch,Into the Wild,Catherine Keener,wilderness|alaska|male nudity|self discovery|based on true story,15000000,2007,8.2
Jake Kasdan,96120,Jenna Fischer,18317151112008, Comedy | Music,John C. Reilly,Walk Hard: The Dewey Cox Story,David Krumholtz,singer|the beatles|drugs|elvis|musician,35000000,2007,6.7
Lee Tamahori,96,Julianne Moore,17993461152007, Action | Sci-Fi | Thriller,Nicolas Cage,Next,Jessica Biel,magician|fbi|fbi agent|final showdown|female gunfighter,70000000,2007,6.2
Eli Roth,94,Heather Matarazzo,17544812292007, Horror,Lauren German,Hostel: Part II,Bijou Phillips,torture|hostel|slovakia|slasher killer|tied up naked,10000000,2007,5.4
David Cronenberg,10096,Viggo Mortensen,17114882262007, Crime | Mystery | Thriller,Naomi Watts,Eastern Promises,Armin Mueller-Stahl,russian|sex scene|male pubic hair|pubic hair|turkish bath,25000000,2007,7.7
Jon Avnet,108,Alicia Witt,16930884162008, Crime | Drama | Mystery | Thriller,Al Pacino,88 Minutes,Ben McKenzie,serial killer|murder|death|forensics|fbi,30000000,2008,5.9
James Wan,8992,Amber Valletta,16545445132007, Horror | Thriller,Ryan Kwanten,Dead Silence,Donnie Wahlberg,ventriloquist|ghost|package|ghost story|doll,20000000,2007,6.2
Dave Meyers,84,Sophia Bush,16366370162007, Horror | Thriller,Sean Bean,The Hitcher,Zachary Knighton,college student|psychopath|on the road|serial killer|police station,10000000,2007,5.6
Shekhar Kapur,114,Clive Owen,16264475222007, Biography | Drama | History | War,Cate Blanchett,The Golden Age,Geoffrey Rush,queen|spain|intrigue|court|virgin,55000000,2007,6.9
Marc Forster,128,Ahmad Khan Mahmoodzada,15797907112008, Drama,Khalid Abdalla,The Kite Runner,Atossa Leoni,based on novel|friend|afghanistan|boy|kite,20000000,2008,7.6
Oliver Hirschbiegel,99,Daniel Craig,1507151452007, Sci-Fi | Thriller,Nicole Kidman,The Invasion,Jeremy Northam,epidemic|psychiatrist|alien|space shuttle|virus,80000000,2007,5.9
Robert Redford,92,Meryl Streep,1499807012008, Drama | Thriller | War,Tom Cruise,Lions for Lambs,Robert Redford,student|afghanistan|professor|reporter|university,35000000,2007,6.2
Joby Harold,84,Jessica Alba,14373825292008, Crime | Mystery | Thriller,Hayden Christensen,Awake,Terrence Howard,surgery|open heart surgery|pain|fiance fiancee relationship|anesthesia,8600000,2007,6.5
Todd Holland,111,Bruce Greenwood,13922019272007, Action | Comedy | Family,Josh Hutcherson,Firehouse Dog,Bree Turner,firehouse|animal in cast credits|ends with narration|photograph on wall|arsonist,,2007,5.5
Akiva Schaffer,,Isla Fisher,13920741212007, Comedy,Andy Samberg,Hot Rod,Ian McShane,slacker|man child|moped|humiliation|neighbor,,2007,6.7
Tom Brady,107,Robert Ri'chard,13349251212007, Comedy | Sport,David Koechner,The Comebacks,Carl Weathers,coach|football|championship|sports team|quarterback,20000000,2007,4.2
Fred Savage,89,Lochlyn Munro,13235267122007, Comedy | Family,Cuba Gooding Jr.,Daddy Day Camp,Richard Gant,competition|summer camp|tween girl|wall|skunk,6000000,2007,2.9
Michael Davis,86,Monica Bellucci,12796824122007, Action | Comedy | Crime | Thriller,Clive Owen,Shoot 'Em Up,Paul Giamatti,gun|baby|night|shootout|hero,39000000,2007,6.7
Patricia Riggen,106,Kate del Castillo,12589108112008, Adventure | Drama,Eugenio Derbez,Under the Same Moon,Adrian Alonso,mexican|boy|mexico|mexican immigrant|12 year old,,2008,7.4
Chris Rock,94,Kerry Washington,12550242252007, Comedy | Drama | Romance,Chris Rock,I Think I Love My Wife,Gina Torres,sex|marriage|investment|investment banker|banker,,2007,5.5
Lajos Koltai,117,Toni Collette,12406646272007, Drama | Romance,Vanessa Redgrave,Evening,Claire Danes,gay kiss|friend|love|wedding|night nurse,,2007,6.6
Wes Anderson,91,Adrien Brody,11896380222008, Adventure | Comedy | Drama,Owen Wilson,The Darjeeling Limited,Jason Schwartzman,train|funeral|india|journey|snake,17500000,2007,7.2
Joe Nussbaum,108,Sara Paxton,11702090262007, Comedy | Romance,Amanda Bynes,Sydney White,Matt Long,college|sorority|college girl|female protagonist|sorority house,16500000,2007,6.3
Jon Kasdan,97,Kristen Stewart,11043445222007, Comedy | Drama | Romance,Adam Brody,In the Land of Women,Meg Ryan,love|neighbor|michigan|actress|writer,10000000,2007,6.5
Hyung-rae Shim,107,Amanda Brooks,10956379122007, Action | Drama | Fantasy | Horror | Thriller,Jason Behr,Dragon Wars: D-War,Robert Forster,korean|reporter|dragon|antique shop|asian dragon,35000000,2007,3.6
Michael Katleman,93,Orlando Jones,1059610022007, Action | Adventure | Crime | Horror,Dominic Purcell,Primeval,Brooke Langton,burundi|monster|corpse|mass grave|civil war,,2007,4.7
Olivier Dahan,140,Sylvie Testud,1029978242008, Biography | Drama | Music | Romance,Marion Cotillard,La Vie en Rose,Pascal Greggory,based on true story|singer|singing|concert|addiction,,2007,7.6
Marcus Nispel,99107,Clancy Brown,10232081152007, Action | Adventure | Drama | Thriller,Karl Urban,Pathfinder,Moon Bloodgood,viking|boy|native|native american|native american hunter,20000000,2007,5.4
Sean McNamara,,Janel Parrish,10005534262007, Comedy | Family | Music,Skyler Shaye,Bratz,Logan Browning,best friend|talent show|high school|singing|detention,,2007,2.8
Gavin Hood,122,Jake Gyllenhaal,966431622007, Drama | Thriller,Reese Witherspoon,Rendition,Peter Sarsgaard,bare chested male bondage|american|interrogation|cia|detention,27500000,2007,6.8
James Wan,105111,John Goodman,9525276262007, Action | Crime | Thriller,Kevin Bacon,Death Sentence,Kelly Preston,gang|death|murder|revenge|blood,20000000,2007,6.8
John Carney,85,Markéta Irglová,9437933142007, Drama | Music | Romance,Glen Hansard,Once,Hugh Walsh,independent film|song|street|immigrant|vacuum cleaner,180000,2007,7.9
Tom McCarthy,104,Haaz Sleiman,942242232008, Drama,Richard Jenkins,The Visitor,Danai Gurira,apartment|immigrant|professor|illegal immigrant|subway,,2008,7.7
Michael Winterbottom,108,Dan Futterman,9172810172007, Biography | Drama | History | Thriller | War,Angelina Jolie,A Mighty Heart,Irrfan Khan,journalist|reporter|pakistan|missing|fbi,16000000,2007,6.7
David L. Cunningham,99,Ian McShane,8791738142007, Adventure | Drama | Family | Fantasy | Thriller,Alexander Ludwig,The Seeker: The Dark Is Rising,Christopher Eccleston,good versus evil|loose adaptation|based on novel|warrior|birthday,45000000,2007,4.8
Frank Oz,87,Peter Dinklage,8579684282007, Comedy,Matthew Macfadyen,Death at a Funeral,Ewen Bremner,uncle|secret|funeral|four word title|end credits roll call,9000000,2007,7.4
